,ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal,Color,BCPY,Score
1758,ABTA ADPT ALATA_L AST CS ECOAH25 GART GLUR GLYCK HACD2i MALS MAN6PI MICITDr NDPK1 P5CD PDHcr PGI PGK SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1757,ABTA ADPT ALATA_L AST CS ECOAH25 GART GLUR GLYCK HACD2i MALS MCITS NDPK1 P5CD PDHcr PGI PGK PMANM SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1763,ABTA ADPT ALATA_L AST CS ECOAH25 GAPD GART GLUR GLYCK HACD2i MALS MAN6PI MCITS NDPK1 P5CD PDHcr PGI SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1762,ABTA ADPT ALATA_L AST CS ECOAH25 GAPD GART GLUR GLYCK HACD2i MALS MAN6PI MICITDr NDPK1 P5CD PDHcr PGI SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1761,ABTA ADPT ALATA_L AST CS ECOAH25 GAPD GART GLUR GLYCK HACD2i MALS MCITS NDPK1 P5CD PDHcr PGI PMANM SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1760,ABTA ADPT ALATA_L AST CS ECOAH25 GAPD GART GLUR GLYCK HACD2i MALS MICITDr NDPK1 P5CD PDHcr PGI PMANM SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1756,ABTA ADPT ALATA_L AST CS ECOAH25 GART GLUR GLYCK HACD2i MALS MICITDr NDPK1 P5CD PDHcr PGI PGK PMANM SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
1759,ABTA ADPT ALATA_L AST CS ECOAH25 GART GLUR GLYCK HACD2i MALS MAN6PI MCITS NDPK1 P5CD PDHcr PGI PGK SERAT TALA,20,0.19469126,0.87550651,0.927340035705763,0.973887282385569,#fde725,0.1704534655701026,0.5488967506379328
2679,3HBCD ABTA ACOAD5f ALATA_L ALATRS APATr AST CS ECOAH8 FALDH2 GAPD GART GLUR GLYCK ICL MALS MCITS NTD4 ORNCD P5CD PGI PMANM PPCSCT SERAT SUCOAS,25,0.20683102,0.82336014,0.923717341818456,0.974170622509461,#fde725,0.1702964175835428,0.5470068797009994
7409,ABUTD ALAR ALATA_L FORGLUIH2 ICDHyr ICL MALS MCITL2 OARGDC ORNCD PDHbr PDHcr PPCSCT RBK SUCOAS UPPN,16,0.13923917427477092,1.2227332797280013,0.631578947368421,,#35b779,0.1702523722276094,0.4009156597980152
1627,ABTA AKGDa ALATA_L APATr AST CS ECOAH25 FALDH2 GALUi GAPD GART GLUR GLYCK GPDDA4 HEPCT MALS MCCC MCITS ORN5O P5CD PDHa PGI PMANM SERAT SUCOAS TALA,26,0.18670347,0.91036889,0.947011643650758,0.969603021451267,#fde725,0.1699690307430483,0.5584903371969031
2854,ABTA ALATA_L APATr AST CS GAPD GLUR GLYCK MALS MCITS P5CD PGI SERAT SUCOAS,14,0.21031336,0.80746931,0.803724451932107,1.00887017919075,#b5de2b,0.16982158368298161,0.4867730178075443
2853,ABTA ALATA_L APATr AST CS FALDM GAPD GLUR GLYCK MALS MCITS P5CD PGI SERAT SUCOAS,15,0.21031186,0.80747029,0.803724621141195,1.00887162017389,#b5de2b,0.1698205785846394,0.4867725998629172
6282,ABTA ICL MALS MCITS P5CD PDHcr PPCSCT PYK SUCOAS,9,0.27992791,0.60665625,0.194688268133035,1.20796069392069,#31688e,0.1698200161509375,0.18225414214198626
6281,ABTA FALDM ICL MALS MCITS P5CD PDHcr PPCSCT PYK SUCOAS,10,0.27992593,0.60665863,0.194688823575579,1.20796114358152,#31688e,0.1698194811952759,0.18225415238542747
6280,ABTA ADNK1 ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,9,0.27992565,0.60665897,0.191007933713827,1.20933713651361,#31688e,0.16981940650558053,0.18041367010970377
6279,ABTA ADNK1 ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,9,0.27992565,0.60665897,0.191007933713827,1.20933713651361,#31688e,0.16981940650558053,0.18041367010970377
6278,ABTA ADNK1 FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,10,0.27992368,0.60666135,0.191008527752993,1.20933756429712,#31688e,0.169818877605768,0.1804137026793805
6277,ABTA ADNK1 FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,10,0.27992368,0.60666135,0.191008527752993,1.20933756429712,#31688e,0.169818877605768,0.1804137026793805
6276,ABTA ADPT ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,9,0.27992107,0.60666452,0.191009379894125,1.20933810223985,#31688e,0.1698181815694364,0.18041378073178072
6275,ABTA ADPT ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,9,0.27992107,0.60666452,0.191009379894125,1.20933810223985,#31688e,0.1698181815694364,0.18041378073178072
6274,ABTA ADPT FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,10,0.2799191,0.6066669,0.191009973953189,1.20933853006063,#31688e,0.16981765264779,0.1804138133004895
6273,ABTA ADPT FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,10,0.2799191,0.6066669,0.191009973953189,1.20933853006063,#31688e,0.16981765264779,0.1804138133004895
6272,ABTA ADNK1 ADPT ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,10,0.27991656,0.60666996,0.191010742629875,1.20933908298238,#31688e,0.16981696825853757,0.1804138554442063
6271,ABTA ADNK1 ADPT ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,10,0.27991656,0.60666996,0.191010742629875,1.20933908298238,#31688e,0.16981696825853757,0.1804138554442063
6270,ABTA ADNK1 ADPT FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,11,0.27991459,0.60667234,0.191011336708101,1.20933951083999,#31688e,0.16981643931544063,0.18041388801177083
6269,ABTA ADNK1 ADPT FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,11,0.27991459,0.60667234,0.191011336708101,1.20933951083999,#31688e,0.16981643931544063,0.18041388801177083
6268,ABTA ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,9,0.27990964,0.60667832,0.191012856863379,1.20934057579858,#31688e,0.16981511014700482,0.1804139835051919
6267,ABTA ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,9,0.27990964,0.60667832,0.191012856863379,1.20934057579858,#31688e,0.16981511014700482,0.1804139835051919
6266,ABTA FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.27990767,0.60668071,0.191013486697238,1.20934098767709,#31688e,0.1698145839700457,0.18041403533364186
6265,ABTA FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.27990767,0.60668071,0.191013486697238,1.20934098767709,#31688e,0.1698145839700457,0.18041403533364186
6264,ABTA ADNK1 ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.27990739,0.60668105,0.191013570595617,1.20934104824037,#31688e,0.1698145092679595,0.18041403993178823
6263,ABTA ADNK1 ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.27990739,0.60668105,0.191013570595617,1.20934104824037,#31688e,0.1698145092679595,0.18041403993178823
6262,ABTA ADNK1 FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.27990542,0.60668343,0.191014164713209,1.20934147617276,#31688e,0.16981398028119063,0.18041407249719982
6261,ABTA ADNK1 FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.27990542,0.60668343,0.191014164713209,1.20934147617276,#31688e,0.16981398028119063,0.18041407249719982
6260,ABTA ADPT ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.2799028,0.60668659,0.191014952333453,1.2093420476879,#31688e,0.16981327526345202,0.1804141137984525
6259,ABTA ADPT ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,10,0.2799028,0.60668659,0.191014952333453,1.2093420476879,#31688e,0.16981327526345202,0.1804141137984525
6258,ABTA ADPT FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.27990083,0.60668897,0.191015582197452,1.20934246229733,#31688e,0.1698127462548451,0.18041416422614853
6257,ABTA ADPT FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.27990083,0.60668897,0.191015582197452,1.20934246229733,#31688e,0.1698127462548451,0.18041416422614853
2852,ABTA ALATA_L APATr AST CS GAPD GLUR GLYCK MALS MCITS P5CD PGI SERAT SUCOAS URIDK2r,15,0.21029947,0.8074784,0.80372622907704,1.00888345649769,#b5de2b,0.169812279556448,0.486769254316744
6255,ABTA ADNK1 ADPT ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.2798983,0.60669203,0.191016344150715,1.20934301143057,#31688e,0.169812067820549,0.18041420598563201
6256,ABTA ADNK1 ADPT ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,11,0.2798983,0.60669203,0.191016344150715,1.20934301143057,#31688e,0.169812067820549,0.18041420598563201
6253,ABTA ADNK1 ADPT FALDM ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,12,0.27989633,0.60669441,0.191016974034636,1.20934342607648,#31688e,0.16981153879051533,0.18041425641257566
6254,ABTA ADNK1 ADPT FALDM ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,12,0.27989633,0.60669441,0.191016974034636,1.20934342607648,#31688e,0.16981153879051533,0.18041425641257566
2851,ABTA ALATA_L APATr AST CS FALDM GAPD GLUR GLYCK MALS MCITS P5CD PGI SERAT SUCOAS URIDK2r,16,0.21029797,0.80747938,0.803726398309979,1.0088848975749,#b5de2b,0.16981127443085858,0.4867688363704188
6252,ABTA ICL MALS MCITS P5CD PDHcr PPCSCT PYK SUCOAS TALA,10,0.27969873,0.60693325,0.194755192488718,1.20801147878118,#31688e,0.1697584592197725,0.18225682585424524
6251,ABTA FALDM ICL MALS MCITS P5CD PDHcr PPCSCT PYK SUCOAS TALA,11,0.27969676,0.60693563,0.194755741897046,1.20801192639438,#31688e,0.1697579292395588,0.1822568355683024
1876,ABTA ALATA_L APATr AST CS ECOAH8 FACOAE80 G3PD2 GLYCK GPDDA4 GUAD MALS MAN6PI MCITS ORNCD PGI PGK PPCSCT SERAT SUCOAS TALA,21,0.19608249,0.86438701,0.924095925138446,0.976065808526343,#fde725,0.16949115724445488,0.5467935411914504
1875,ABTA ALATA_L APATr AST CS ECOAH8 FACOAE80 G3PD2 GLYCK GPDDA4 GUAD MALS MCITS ORNCD PGI PGK PMANM PPCSCT SERAT SUCOAS TALA,21,0.19608249,0.86438701,0.924095925138446,0.976065808526343,#fde725,0.16949115724445488,0.5467935411914504
1874,ABTA ALATA_L APATr AST CS FACOAE80 G3PD2 GLYCK GPDDA4 GUAD KAT8 MALS MAN6PI MCITS ORNCD PGI PGK PPCSCT SERAT SUCOAS TALA,21,0.19608249,0.86438701,0.924095925138446,0.976065808526343,#fde725,0.16949115724445488,0.5467935411914504
1873,ABTA ALATA_L APATr AST CS FACOAE80 G3PD2 GLYCK GPDDA4 GUAD KAT8 MALS MCITS ORNCD PGI PGK PMANM PPCSCT SERAT SUCOAS TALA,21,0.19608249,0.86438701,0.924095925138446,0.976065808526343,#fde725,0.16949115724445488,0.5467935411914504
2678,ABTA ALATA_L APATr AST CAT CS GLUR MALS MICITDr ORNCD PDHcr SERAT,12,0.20537935,0.82421389,0.68795674930318,1.04537923346323,#6ece58,0.16927651298917148,0.4286166311461757
2677,ABTA ALATA_L APATr AST CAT CS GLUR MALS MCITS ORNCD PDHcr SERAT,12,0.20537935,0.82421389,0.68795674930318,1.04537923346323,#6ece58,0.16927651298917148,0.4286166311461757
2676,ABTA ALATA_L APATr AST CAT CS GLUR MALS MCITS ORNCD PDHcr SERAT TALA,13,0.20496212,0.82445927,0.688018205510365,1.04578008556554,#6ece58,0.16898291983285238,0.4285005626716087
2675,ABTA ALATA_L APATr AST CAT CS GLUR MALS MICITDr ORNCD PDHcr SERAT TALA,13,0.20496212,0.82445927,0.688018205510365,1.04578008556554,#6ece58,0.16898291983285238,0.4285005626716087
6187,ABTA ALATA_L AST GLUR GLYCK ICL MALS MICITDr PGK PROD2 SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6192,ABTA ALATA_L AST GAPD GLUR GLYCK ICL MALS MCITS P5CD SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6191,ABTA ALATA_L AST GAPD GLUR GLYCK ICL MALS MICITDr P5CD SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6190,ABTA ALATA_L AST GLUR GLYCK ICL MALS MCITS P5CD PGK SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6189,ABTA ALATA_L AST GLUR GLYCK ICL MALS MCITS PGK PROD2 SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6188,ABTA ALATA_L AST GLUR GLYCK ICL MALS MICITDr P5CD PGK SUCOAS,11,0.27214449,0.62071154,0.232052759914412,1.19556542120599,#31688e,0.1689232254904146,0.2004879927024133
6554,ABTA AST ICL MALS MCITS ORNCD PDHcr PYK,8,0.28838531,0.58573543,0.18980467486364,1.21006460373892,#31688e,0.16891749355853328,0.17936108421108665
6553,ABTA AST FALDM ICL MALS MCITS ORNCD PDHcr,8,0.28838321,0.58573803,0.185643748122507,1.21162210642734,#31688e,0.16891701331047632,0.17728038071649166
6552,ABTA AST FALDM ICL MALS MICITDr ORNCD PDHcr,8,0.28838321,0.58573803,0.185643748122507,1.21162210642734,#31688e,0.16891701331047632,0.17728038071649166
6551,ABTA ADNK1 AST ICL MALS MCITS ORNCD PDHcr PYK,9,0.28838292,0.5857384,0.189805415660539,1.21006498687433,#31688e,0.168916950148128,0.1793611829043335
6550,ABTA ADNK1 ADNUC AKGDa AST ICL MALS MCITS ORNCD,9,0.28838053,0.58574138,0.185644641127471,1.21162250617936,#31688e,0.1689164096073314,0.1772805253674012
6549,ABTA ADPT AST ICL MALS MCITS ORNCD PDHcr,8,0.28837805,0.58574447,0.185645440074236,1.21162288909878,#31688e,0.16891584805688348,0.17728064406555974
6548,ABTA ADPT AST ICL MALS MICITDr ORNCD PDHcr,8,0.28837805,0.58574447,0.185645440074236,1.21162288909878,#31688e,0.16891584805688348,0.17728064406555974
6547,ABTA ADPT AST FALDM ICL MALS MCITS ORNCD PDHcr,9,0.28837596,0.58574707,0.185646126674359,1.21162320794923,#31688e,0.1689153736284372,0.1772807501513981
6546,ABTA AST ICL MALS MCITS ORNCD PDHcr PYK URIDK2r,9,0.28836592,0.58575957,0.189810571235325,1.21006774340287,#31688e,0.16891309730185441,0.1793618342685897
6545,ABTA FALDM ICL MALS MCITS ORNCD PDHcr URIDK2r,8,0.28836383,0.58576218,0.0552734717110672,1.26117374233412,#482878,0.1689126256939494,0.1120930487025083
6544,ABTA ADNK1 AST ICL MALS MCITS ORNCD PDHcr PYK URIDK2r,10,0.28836353,0.58576255,0.189811277452457,1.21006813699388,#31688e,0.16891255665980148,0.17936191705612925
6543,ABTA ADNK1 ADNUC AKGDa AST ICL MALS MCITS ORNCD URIDK2r,10,0.28836114,0.58576553,0.185650847406138,1.21162551848485,#31688e,0.1689120160035042,0.17728143170482108
6542,ABTA AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK,9,0.28826652,0.58588341,0.189840776514734,1.21008385160723,#31688e,0.1688905717264332,0.1793656741205836
6541,ABTA FALDM ICL MALS MCITS ORNCD ORNDC PDHcr,8,0.28826443,0.58588601,0.0552845177603077,1.26119578154109,#482878,0.1688900967176243,0.11208730723896601
6540,ABTA ADNK1 AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK,10,0.28826413,0.58588639,0.189841483225818,1.21008424619696,#31688e,0.1688900304921907,0.17936575685900435
6539,ABTA ADNK1 ADNUC AKGDa AST ICL MALS MCITS ORNCD ORNDC,10,0.28826174,0.58588936,0.185682810351454,1.21164092713948,#31688e,0.1688894863610864,0.1772861483562702
6538,ABTA AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK URIDK2r,10,0.28824715,0.58590754,0.189846664572399,1.21008699629634,#31688e,0.16888617856851101,0.17936642157045501
6537,ABTA FALDM ICL MALS MCITS ORNCD ORNDC PDHcr URIDK2r,9,0.28824506,0.58591014,0.0552866716952582,1.26120008139407,#482878,0.16888570345890838,0.11208618757708329
6536,ABTA ADNK1 AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK URIDK2r,11,0.28824476,0.58591051,0.189847371379795,1.21008739378797,#31688e,0.16888563433642761,0.1793665028581113
6535,ABTA ADNK1 ADNUC AKGDa AST ICL MALS MCITS ORNCD ORNDC URIDK2r,11,0.28824237,0.58591349,0.185689043564276,1.21164393398831,#31688e,0.16888509297257132,0.17728706826842366
6534,ABTA AST ICL MALS MCITS ORNCD PDHcr PYK TALA,9,0.28801979,0.58619077,0.189915734609764,1.21012406388639,#31688e,0.1688345424753383,0.17937513854255116
6533,ABTA FALDM ICL MALS MCITS ORNCD PDHcr TALA,8,0.28801771,0.58619337,0.0553119112015715,1.26125069609719,#482878,0.1688340720445827,0.1120729916230771
6532,ABTA ADNK1 AST ICL MALS MCITS ORNCD PDHcr PYK TALA,10,0.28801741,0.58619374,0.189916470674464,1.21012444699951,#31688e,0.16883400275301338,0.17937523671373867
6531,ABTA ADPT AST ICL MALS MICITDr ORNCD PDHcr TALA,9,0.28801255,0.58619979,0.185762912067547,1.21167978356366,#31688e,0.16883289632736448,0.17729790419745572
6530,ABTA ADPT AST ICL MALS MCITS ORNCD PDHcr TALA,9,0.28801255,0.58619979,0.185762912067547,1.21167978356366,#31688e,0.16883289632736448,0.17729790419745572
6529,ABTA AST ICL MALS MCITS ORNCD PDHcr PYK TALA URIDK2r,10,0.28800046,0.58621486,0.189921606375212,1.21012722472448,#31688e,0.1688301493388356,0.1793758778570238
6528,ABTA FALDM ICL MALS MCITS ORNCD PDHcr TALA URIDK2r,9,0.28799838,0.58621746,0.0553140958640114,1.26125499359069,#482878,0.1688296788077148,0.1120718873358631
6527,ABTA ADNK1 AST ICL MALS MCITS ORNCD PDHcr PYK TALA URIDK2r,11,0.28799808,0.58621783,0.189922342537839,1.21012760803022,#31688e,0.1688296095017664,0.1793759760198027
6526,ABTA AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA,10,0.28790131,0.58633838,0.189951758121559,1.21014346679369,#31688e,0.16880758770527782,0.17937967291341841
6525,ABTA FALDM ICL MALS MCITS ORNCD ORNDC PDHcr TALA,9,0.28789922,0.58634098,0.0553250543714569,1.26127717783254,#482878,0.1688071107960356,0.11206608258374626
6524,ABTA ADNK1 AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA,11,0.28789892,0.58634135,0.189952431916035,1.21014388074626,#31688e,0.168807041416342,0.1793797366661885
2674,ABTA AKGDa ALATA_L APATr AST CS GAPD GLUR GLYCK MALS MCITS ORNCD PGI SERAT,14,0.20470709,0.82460925,0.807016845386254,1.00978816914013,#b5de2b,0.1688033599545825,0.48791010267041823
2673,ABTA AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD PGI PGK SERAT,14,0.20470709,0.82460925,0.807016845386254,1.00978816914013,#b5de2b,0.1688033599545825,0.48791010267041823
6523,ABTA AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA URIDK2r,11,0.28788199,0.58636245,0.189957593387485,1.21014665195166,#31688e,0.16880318896727547,0.17938039117738025
6522,ABTA FALDM ICL MALS MCITS ORNCD ORNDC PDHcr TALA URIDK2r,10,0.2878799,0.58636505,0.0553272041570113,1.26128149893142,#482878,0.16880271195749502,0.11206495805725317
6521,ABTA ADNK1 AST ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA URIDK2r,12,0.28787961,0.58636542,0.189958330150579,1.21014703643775,#31688e,0.1688026484270862,0.1793804892888326
6520,ABTA ICL MALS MCITS ORNCD PDHcr RPE,7,0.28767919,0.58661509,0.0553495023397418,1.26132651225608,#482878,0.1687569539329771,0.11205322813635946
6519,ABTA ICL MALS MICITDr ORNCD PDHcr RPE,7,0.28767919,0.58661509,0.0553495023397418,1.26132651225608,#482878,0.1687569539329771,0.11205322813635946
6186,ABTA ALATA_L APATr AST GLUR GLYCK ICL MALS MCITS P5CD PGK SUCOAS,12,0.27157721,0.62138751,0.235559898417102,1.19448502629524,#31688e,0.16875468629464713,0.20215729235587457
6185,ABTA ALATA_L APATr AST GLUR GLYCK ICL MALS MCITS PGK PROD2 SUCOAS,12,0.27157721,0.62138751,0.235559898417102,1.19448502629524,#31688e,0.16875468629464713,0.20215729235587457
6184,ABTA ALATA_L APATr AST GLUR GLYCK ICL MALS MICITDr P5CD PGK SUCOAS,12,0.27157721,0.62138751,0.235559898417102,1.19448502629524,#31688e,0.16875468629464713,0.20215729235587457
6183,ABTA ALATA_L APATr AST GLUR GLYCK ICL MALS MICITDr PGK PROD2 SUCOAS,12,0.27157721,0.62138751,0.235559898417102,1.19448502629524,#31688e,0.16875468629464713,0.20215729235587457
6518,ABTA AST ICL MALS MCITS NDPK3 ORNCD PDHcr PYK,9,0.28744083,0.58691203,0.190091574672951,1.21021962519893,#31688e,0.1687024810401849,0.17939702785656797
6517,ABTA AST FALDM ICL MALS MCITS NDPK3 ORNCD PDHcr,9,0.28743876,0.58691462,0.185947364927402,1.21177041997585,#31688e,0.16870201059867124,0.17732468776303661
6516,ABTA AST FALDM ICL MALS MICITDr NDPK3 ORNCD PDHcr,9,0.28743876,0.58691462,0.185947364927402,1.21177041997585,#31688e,0.16870201059867124,0.17732468776303661
6515,ABTA ADPT ICL MALS MCITS NDPK3 ORNCD PDHcr,8,0.28743362,0.58692101,0.0553767509868887,1.26138186063796,#482878,0.1687008305583562,0.11203879077262244
6514,ABTA AKGDa AST CYTK1 ICL MALS MCITS ORNCD,8,0.28728026,0.58711206,0.185998230438806,1.21179578349187,#31688e,0.16866570524593563,0.17733196784237082
6513,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD PDHcr,8,0.28727819,0.58711465,0.0553940415734309,1.26141702030672,#482878,0.1686652339744835,0.11202963777395719
6512,ABTA ADNK1 AKGDa AST CYTK1 ICL MALS MCITS ORNCD,9,0.28727789,0.58711502,0.185998999087608,1.21179615858045,#31688e,0.1686651641329078,0.1773320816102579
6511,ABTA ADNK1 ADNUC AKGDa AST CYTK1 ICL MALS MCITS ORNCD,10,0.28727552,0.58711797,0.185999767749093,1.21179653639381,#31688e,0.1686646201330944,0.1773321939410937
6510,ABTA AKGDa AST CYTK1 ICL MALS MCITS ORNCD URIDK2r,9,0.28726103,0.58713603,0.186004450377415,1.21179884678911,#31688e,0.16866130072791088,0.17733287555266294
6509,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD PDHcr URIDK2r,9,0.28725895,0.58713861,0.05539615040715,1.26142139523274,#482878,0.1686608206130595,0.11202848551010475
6508,ABTA ADNK1 AKGDa AST CYTK1 ICL MALS MCITS ORNCD URIDK2r,10,0.28725866,0.58713898,0.18600521912899,1.21179922476767,#31688e,0.1686607566285668,0.1773329878787784
6507,ABTA ADNK1 ADNUC AKGDa AST CYTK1 ICL MALS MCITS ORNCD URIDK2r,11,0.28725629,0.58714193,0.186005953081132,1.21179961579738,#31688e,0.16866021251523972,0.17733308279818585
6506,ABTA AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC,9,0.28716238,0.58725892,0.186036102639907,1.21181470688032,#31688e,0.1686386691434296,0.1773373858916683
6505,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD ORNDC PDHcr,9,0.28716031,0.5872615,0.0554070999575117,1.2614437857597,#482878,0.16863819439106498,0.11202264717428834
6504,ABTA ADNK1 AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC,10,0.28716001,0.58726187,0.18603687191681,1.2118150858261,#31688e,0.1686381244618187,0.17733749818931435
6503,ABTA ADNK1 ADNUC AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC,11,0.28715764,0.58726482,0.186037641206412,1.21181546479509,#31688e,0.1686375797662248,0.1773376104863184
6502,ABTA AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC URIDK2r,10,0.28714316,0.58728286,0.18604228636336,1.21181779694171,#31688e,0.16863425623423758,0.1773382712987988
6501,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD ORNDC PDHcr URIDK2r,10,0.28714109,0.58728544,0.0554092414986654,1.26144815216054,#482878,0.1686337813827296,0.1120215114406975
6500,ABTA ADNK1 AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC URIDK2r,11,0.28714079,0.58728581,0.186043055742794,1.21181817607587,#31688e,0.1686337114391899,0.17733838359099197
6499,ABTA ADNK1 ADNUC AKGDa AST CYTK1 ICL MALS MCITS ORNCD ORNDC URIDK2r,12,0.28713843,0.58728876,0.186043818655692,1.21181855148088,#31688e,0.1686331725030468,0.1773384955793694
6498,ABTA AST ICL MALS MCITS NDPK3 ORNCD PDHcr PYK TALA,10,0.28707771,0.5873644,0.190201844650356,1.21028041834462,#31688e,0.16861922688752398,0.17941053576894
6497,ABTA ADPT ICL MALS MCITS NDPK3 ORNCD PDHcr TALA,9,0.28707052,0.58737336,0.0554170800958593,1.26146420363975,#482878,0.16861757588934717,0.11201732799260324
6496,ABTA CYTK1 ICL MALS MCITS ORNCD PDHcr TALA,8,0.28691755,0.58756393,0.0554340785358023,1.26149907789626,#482878,0.1685824032639715,0.1120082408998869
6495,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD PDHcr TALA,9,0.28691548,0.58756651,0.0554343042069392,1.26149955194564,#482878,0.16858192724857482,0.11200811572775701
6494,ABTA CYTK1 ICL MALS MCITS ORNCD PDHcr TALA URIDK2r,9,0.28689836,0.58758783,0.0554361830440579,1.26150347324226,#482878,0.16857798478295882,0.11200708391350836
6493,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD PDHcr TALA URIDK2r,10,0.28689629,0.58759041,0.0554364087454738,1.26150394746836,#482878,0.1685775086685789,0.11200695870702634
6492,ABTA CYTK1 ICL MALS MCITS ORNCD ORNDC PDHcr TALA,9,0.28679996,0.58771041,0.0554471137304204,1.26152597738479,#482878,0.16855532207958362,0.112001217905002
6491,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD ORNDC PDHcr TALA,10,0.2867979,0.58771299,0.0554473725226021,1.26152643387603,#482878,0.168554851334721,0.11200111192866155
6490,ABTA CYTK1 ICL MALS MCITS ORNCD ORNDC PDHcr TALA URIDK2r,10,0.28678079,0.5877343,0.055449250976678,1.26153036151075,#482878,0.16855090686409702,0.1120000789203875
6489,ABTA CYTK1 FALDM ICL MALS MCITS ORNCD ORNDC PDHcr TALA URIDK2r,11,0.28677873,0.58773687,0.0554495098015114,1.26153082077089,#482878,0.16855043315277507,0.11199997147714323
